cr_returned_date_sk|cr_returned_time_sk|cr_item_sk|cr_refunded_customer_sk|cr_refunded_cdemo_sk|cr_refunded_hdemo_sk|cr_refunded_addr_sk|cr_returning_customer_sk|cr_returning_cdemo_sk|cr_returning_hdemo_sk|cr_returning_addr_sk|cr_call_center_sk|cr_catalog_page_sk|cr_ship_mode_sk|cr_warehouse_sk|cr_reason_sk|cr_order_number|cr_return_quantity|cr_return_amount|cr_return_tax|cr_return_amt_inc_tax|cr_fee|cr_return_ship_cost|cr_refunded_cash|cr_reversed_charge|cr_store_credit|cr_net_loss
2451170|76203|673|9201|162537|3666|722|6143|129916|3930|1664|1|162|20|1|2|2664|17|975.12|39.00|1014.12|61.25|14.28|273.03|526.56|175.53|114.53
2451195|40820|578|3596|121096|4116|3576|7605|19365|1946|2847|1|177|17|1|3|2666|73|889.87|35.59|925.46|64.23|1908.22|293.65|423.31|172.91|2008.04
2451242|43344|1598|3596|121096|4116|3576|7381|79521|2658|1668|1|1119|18|1|1|2666|21|233.73|14.02|247.75|63.90|16.59|84.14|92.74|56.85|94.51
2451350|7280|1718|3596|121096|4116|3576|5402|93487|3389|1524|1|178|16|1|1|2666|58|599.14|53.92|653.06|45.05|79.46|53.92|517.95|27.27|178.43
2451304|61665|883|5399|128539|3839|4059|599|42079|5990|1534|1|166|20|1|2|2669|60|278.40|2.78|281.18|82.37|208.80|27.84|10.02|240.54|293.95
2451271|51020|1408|1012|157723|1474|3705|2096|148312|7086|1140|1|1182|2|1|1|2670|8|240.48|0.00|240.48|89.60|202.00|26.45|74.91|139.12|291.60
2451320|55092|800|1565|38968|6771|127|4157|18651|2238|3865|1|365|6|1|1|2671|77|2140.60|64.21|2204.81|17.81|1767.92|513.74|959.84|667.02|1849.94
2451389|43513|478|5727|135513|6579|3252|9572|182430|2978|4813|1|186|11|1|1|2672|14|236.04|2.36|238.40|84.47|125.86|37.76|120.95|77.33|212.69
2451168|77889|1526|5727|135513|6579|3252|2167|170361|5833|3905|1|129|1|1|2|2672|21|1310.61|0.00|1310.61|86.74|648.06|458.71|647.44|204.46|734.80
2451332|42812|1052|3021|66892|4570|3921|8900|67867|1849|3511|1|348|17|1|1|2673|52|261.56|0.00|261.56|86.86|66.56|232.78|13.23|15.55|153.42
2451311|24814|466|8636|2379|3962|1072|5562|54244|5365|1166|1|1107|9|1|2|2674|32|1104.64|44.18|1148.82|27.00|58.56|1027.31|69.59|7.74|129.74
2451247|63301|1786|4270|116705|660|455|8069|92363|2514|1865|1|186|12|1|3|2676|17|1805.40|108.32|1913.72|36.27|59.16|577.72|1092.63|135.05|203.75
2451341|42664|1633|4238|13770|3095|1747|4238|13770|2548|1747|1|349|1|1|2|2677|54|2168.10|65.04|2233.14|59.40|2451.06|1409.26|485.65|273.19|2575.50
2451269|74576|770|6908|104348|5788|4628|8676|161391|4093|1028|1|427|13|1|2|2678|48|8474.88|762.73|9237.61|75.97|4185.12|5000.17|1633.11|1841.60|5023.82
2451215|74276|1280|6908|104348|5788|4628|5318|152820|3472|3037|1|210|13|1|2|2678|18|547.20|16.41|563.61|44.76|334.44|202.46|6.89|337.85|395.61
2451331|36733|1220|6908|104348|5788|4628|3787|82421|496|1851|1|188|9|1|2|2678|8|345.60|17.28|362.88|85.19|42.32|241.92|69.46|34.22|144.79
2451194|30700|955|6908|104348|5788|4628|6908|104348|4363|4628|1|408|3|1|3|2678|5|32.65|2.93|35.58|20.58|106.70|14.03|2.42|16.20|130.21
2451290|31374|52|7508|90021|327|2360|4205|184530|3659|4708|1|428|15|1|3|2679|2|126.20|6.31|132.51|47.60|24.54|88.34|37.86|0.00|78.45
2451341|25687|788|7508|90021|327|2360|2041|35271|3052|4513|1|1155|3|1|3|2679|6|1204.50|84.31|1288.81|65.72|487.50|1096.09|26.01|82.40|637.53
2451337|31364|1447|3430|130838|5813|3028|6001|165836|4969|4909|1|191|9|1|1|2680|10|15.30|0.76|16.06|90.10|25.90|0.45|13.06|1.79|116.76
2451227|34563|1754|3430|130838|5813|3028|7466|66997|3477|4797|1|328|17|1|3|2680|51|53.55|4.28|57.83|79.92|107.61|2.67|44.77|6.11|191.81
2451251|16757|499|3105|139298|5971|1204|8372|105152|4596|647|1|162|19|1|2|2681|6|614.46|43.01|657.47|36.71|174.60|614.46|0.00|0.00|254.32
2451372|66593|1417|3105|139298|5971|1204|3105|139298|2103|1204|1|1087|6|1|1|2681|50|732.00|43.92|775.92|34.83|0.00|212.28|363.80|155.92|78.75
2451253|68496|1555|1141|20807|1960|1993|5913|162978|3958|658|1|1163|11|1|2|2682|22|1437.92|0.00|1437.92|13.11|1554.52|1078.44|172.55|186.93|1567.63
2451327|72164|1780||71108|||2613|67741|4208|3348|1|181|||3|2683||729.43||736.72|54.10|145.70|342.83||189.44|207.09
2451268|71867|994|3481|164719|2564|1929|8383|109436|5506|3903|1|123|20|1|3|2686|58|12748.40|127.48|12875.88|0.70|5593.52|10708.65|958.68|1081.07|5721.70
2451207|47522|1618|1772|37844|2636|2915|1772|37844|1792|2915|1|167|17|1|3|2687|1|124.90|8.74|133.64|56.11|26.02|79.93|23.83|21.14|90.87
2451380|23379|68|1772|37844|2636|2915|1772|37844|2746|2915|1|1133|12|1|1|2687|13|890.24|80.12|970.36|75.42|238.55|400.60|4.89|484.75|394.09
2451290|47128|1084|9632|23355|5125|848|7465|110832|931|4837|1|1174|1|1|1|2688|43|6985.35|349.26|7334.61|87.09|863.87|4051.50|176.03|2757.82|1300.22
2451343|35952|1201|9632|23355|5125||9353|119921|||||2||2|2688||4918.04|196.72|5114.76|||295.08||1063.29|
2451328|25552|106|5294|98902|2830|4151|5294|98902|2907|4151|1|163|2|1|1|2689|9|146.16|0.00|146.16|44.06|13.23|130.08|6.43|9.65|57.29
2451302|49645|514|6900|62362|97|119|8549|82483|3845|2367|1|191|6|1|1|2690|13|359.32|7.18|366.50|54.64|457.34|301.82|28.75|28.75|519.16
2451314|30778|1681|6900|62362|97|119|3993|28595|7120|3932|1|1118|7|1|2|2690|26|4600.44|46.00|4646.44|26.34|1533.48|230.02|2228.91|2141.51|1605.82
2451298|47833|67|6900|62362|97|119|1353|81650|330|1170|1|1149|3|1|2|2690|30|2338.20|23.38|2361.58|15.71|701.40|46.76|1901.89|389.55|740.49
2451345|33836|1052|1652|142626|5887|181|8947|167427|4601|4695|1|1180|10|1|1|2692|72|73.44|2.93|76.37|43.87|1005.12|52.14|12.35|8.95|1051.92
2451368|72444|1112|1027|70180|5573|4446|4550|4302|2377|4612|1|123|4|1|2|2693|65|11927.50|834.92|12762.42|98.50|2815.80|10615.47|314.88|997.15|3749.22
2451224|13980|1519|1027|70180|5573|4446|1027|70180|4607|4446|1|194|6|1|3|2693|11|1508.76|30.17|1538.93|31.97|61.93|935.43|45.86|527.47|124.07
2451336|74226|1724|4938|152326|6307|1415|3004|142151|142|1893|1|194|13|1|3|2694|24|1643.04|49.29|1692.33|13.47|210.48|887.24|75.58|680.22|273.24
2451237|62441|403||||1415|5781|||3985|1|||||2694||2171.89||2323.92||1771.45||||1965.80
2451303|86311|745|5845|130597|5222|1134|32|14366|1224|3155|1|390|15|1|2|2695|8|674.64|60.71|735.35|18.70|364.64|418.27|102.54|153.83|444.05
2451333|15982|619|5845|130597|5222|1134|9888|63411|280|1549|1|1103|16|1|3|2695|60|4417.20|397.54|4814.74|3.88|2115.00|3047.86|1095.47|273.87|2516.42
2451348|50814|692|897|179782|6987|3632|8765|1324|1772|460|1|1158|10|1|3|2699|75|738.00|0.00|738.00|72.13|221.25|656.82|30.03|51.15|293.38
2451202|26540|334|9077|72521|3772|696|9168|132584|1314|4531|1|215|1|1|2|2701|44|3468.08|242.76|3710.84|82.79|2125.20|1387.23|41.61|2039.24|2450.75
2451334|18627|736|9077|72521|3772|696|1773|171669|787|2745|1|1146|19|1|1|2701|39|4678.05|0.00|4678.05|30.60|2443.74|467.80|799.94|3410.31|2474.34
2451187|7100|16|5478||528|3253||162009||2436|1||20|||2702||74.34|5.20|79.54||37.55|||13.92|
2451249|15951|829|1952|155006|3613|1867|9751|103032|1725|3105|1|173|11|1|3|2703|29|82.07|0.82|82.89|49.29|164.14|40.21|41.44|0.42|214.25
2451278|71998|1357|6559|185277|2122|4280|8136|115257|3427|1557|1|360|14|1|2|2705|15|41.10|2.46|43.56|39.11|301.35|20.13|19.71|1.26|342.92
2451256|69041|1228|9672||6972|4222|2085||3596||1||9|||2706||60.34|0.00|||21.91|36.20||6.04|106.45
2451264|35521|1004|8611|8168|6285|2522|8404|5180|5581|3582|1|365|5|1|3|2711|13|7.15|0.00|7.15|74.10|274.56|1.07|4.37|1.71|348.66
2451233|61149|484|9791|81784|450|1603|1588|98295|1707|2279|1|1136|2|1|1|2714|55|548.90|0.00|548.90|87.85|795.85|109.78|329.34|109.78|883.70
2451337|49405|880|9791|81784|450|1603|1064|110301|1731|688|1|370|5|1|3|2714|26|3911.70|39.11|3950.81|66.27|1978.86|117.35|3187.25|607.10|2084.24
2451163|66719|1135|6367|111336|3712|1161|1064|114632|2152|1319|1|375|6|1|1|2715|18|3205.98|32.05|3238.03|94.40|861.30|160.29|2406.09|639.60|987.75
2451390|58713|1660||||4530|3694|21841||||1108|||1|2718||140.90|11.27|152.17|||52.13||29.30|
2451290|27561|463|8798|135584|4737|4530|7672|169713|313|713|1|409|6|1|3|2718|3|318.57|3.18|321.75|26.65|138.66|127.42|7.64|183.51|168.49
2451385|69190|740|609|143633|7057|634|609|143633|6507|634|1|113|4|1|1|2723|12|1593.24|111.52|1704.76|38.93|1208.64|127.45|571.65|894.14|1359.09
2451207|54731|1564|609|143633|7057|634|7523|140301|5276|2651|1|115|9|1|1|2723|49|280.77|22.46|303.23|22.33|4493.79|210.57|47.03|23.17|4538.58
2451300|72579|1396|609|143633|7057|634|374|49539|3505|718|1|177|3|1|1|2723|2|78.62|6.28|84.90|84.28|3.52|51.88|10.16|16.58|94.08
2451327|44859|178|6790|84763|4863|1723|6790|84763|191|1723|1|110|12|1|3|2724|2|98.72|3.94|102.66|84.45|222.12|83.91|13.62|1.19|310.51
2451346|71118|1531|6790|84763|4863|1723|4055|146248|5712|2296|1|174|14|1|1|2724|2|248.02|2.48|250.50|42.62|43.46|248.02|0.00|0.00|88.56
2451366|34269|668|7357|180007|3090|180|9469|54283|4355|3460|1|403|2|1|1|2725|21|696.57|34.82|731.39|61.39|201.18|48.75|382.21|265.61|297.39
2451328|51579|464|7357|180007|||7066||4569|679|1||3||1|2725||0.00|||78.19|||0.00||
2451352|20457|1507|8121|57342|323|824|4282|188688|4409|3417|1|359|14|1|3|2727|12|911.88|36.47|948.35|78.63|48.60|765.97|132.77|13.14|163.70
2451241|71932|142|9405|150755|538|2128|5328|149688|6001|2387|1|205|12|1|3|2731|19|2505.34|25.05|2530.39|70.04|1039.30|1277.72|380.56|847.06|1134.39
2451232|60890|1450|2908|14117|1293|709|1892|191086|636|1746|1|1111|9|1|2|2732|2|75.46|4.52|79.98|84.29|34.08|23.39|24.47|27.60|122.89
2451233|71295|580|2908|14117|1293|709|6425|118532|2868|204|1|144|19|1|1|2732|24|135.84|6.79|142.63|52.83|24.00|130.40|5.11|0.33|83.62
2451334|69847|73|9286|83321|5643|3998|2783|156739|1100|461|1|415|17|1|3|2735|60|1889.40|18.89|1908.29|2.84|1268.40|170.04|533.00|1186.36|1290.13
2451272|66619|1579|9286|83321|5643|3998|6600|42896|5536|3176|1|1118|3|1|2|2735|54|278.10|11.12|289.22|43.20|3340.98|225.26|14.26|38.58|3395.30
2451314|75805|1436|9286|83321|5643|3998|997|25140|5681|2142|1|137|5|1|2|2735|20|302.20|9.06|311.26|29.74|102.20|265.93|25.38|10.89|141.00
2451246|72873|1478||167001|3317||1424|21042|1696|4343|1|141||1||2736||1417.14||||165.78|538.51|52.71||224.21
2451347|27715|472|2765|167001|3317|393|7622|9504|7099|2534|1|129|12|1|3|2736|1|0.00|0.00|0.00|32.65|5.96|0.00|0.00|0.00|38.61
2451305|64076|1285|935|145932|4289|4966|4739|46260|1366|2952|1|377|4|1|1|2737|26|596.70|0.00|596.70|35.37|1057.94|537.03|14.91|44.76|1093.31
2451194|34084|1063|935|145932|4289|4966|7655|96326|4793|3453|1|135|7|1|1|2737|16|1692.48|16.92|1709.40|91.56|40.16|846.24|803.92|42.32|148.64
2451221|55249|703|7460|73480|1147|3214|2896|189186|7027|995|1|1150|5|1|1|2740|16|149.44|2.98|152.42|65.13|56.96|127.02|19.95|2.47|125.07
2451350|69355|808|7548|13217|199|3948|56|182243|1823|3716|1|173|16|1|3|2741|35|5547.15|0.00|5547.15|11.42|72.80|55.47|549.16|4942.52|84.22
2451207|27914|577|2475|67794|5226|4825|5118|107078|473|3948|1|1184|6|1|1|2742|18|756.90|15.13|772.03|67.25|378.36|590.38|119.89|46.63|460.74
2451352|2111|1184|3802|145114|5753|1705|5729|51008|1201|3041|1|1112|14|1|2|2744|39|287.43|2.87|290.30|23.07|632.97|172.45|101.18|13.80|658.91
2451263|46821|728|8590|167317|5724|1491|8590|167317|6278|1491|1|1129|14|1|1|2745|11|524.04|15.72|539.76|79.57|65.45|319.66|116.49|87.89|160.74
2451255|71306|169|5064|41785|2346|4187|9574|80243|7191|1986|1|161|4|1|2|2746|67|16.75|1.17|17.92|3.99|40.87|5.02|8.79|2.94|46.03
2451318|40466|626|8578|169899|2820|2741|3426|32422|6501|4907|1|120|4|1|2|2747|1|6.21|0.49|6.70|66.45|3.72|5.83|0.31|0.07|70.66
2451198|31011|253||||2741|4781|154522|3518|2387||144|8|1||2747|77|11616.99|||25.45|6134.59|1510.20|2930.96||6160.04
2451273|45400|746|4219|57687|4468|2416|9760|184933|1866|719|1|1152|11|1|1|2750|23|1124.01|101.16|1225.17|58.23|1667.96|618.20|450.17|55.64|1827.35
2451312|77218|1123|4219|57687|4468|2416|4219|57687|3910|2416|1|416|1|1|2|2750|14|82.88|7.45|90.33|66.41|132.58|67.13|4.88|10.87|206.44
2451208|47032|604|4219|57687|4468|2416|4309|12045|4266|3687|1|152|10|1|3|2750|15|1026.60|0.00|1026.60|11.64|444.90|225.85|48.04|752.71|456.54
2451202|64395|518|4219|57687|4468|2416|4219|57687|2137|2416|1|350|20|1|2|2750|11|364.65|25.52|390.17|47.45|633.38|353.71|3.17|7.77|706.35
2451293|43069|295|7549|5301|6940|4412|5495|35479|3993|2507|1|354|2|1|2|2751|32|736.32|29.45|765.77|7.16|792.96|397.61|81.29|257.42|829.57
2451299|66945|440|8812|129380|1995|810|9585|30252|2197|4655|1|194|10|1|3|2753|34|480.76|43.26|524.02|47.67|233.24|365.37|54.23|61.16|324.17
2451263|58858|326|9011|186498|3792|2359|7980|163321|215|2636|1|191|12|1|3|2754|1|69.01|0.00|69.01|48.57|36.18|46.92|1.32|20.77|84.75
2451294|75398|61|8488|179542|4036|3210|6680|42639|149|899|1|363|9|1|2|2755|14|119.28|4.77|124.05|79.14|172.34|53.67|60.36|5.25|256.25
2451365|25831|1406|8488|179542|4036|3210|1523|151163|2971|3746|1|128|17|1|3|2755|1|43.97|3.51|47.48|5.79|50.57|27.70|6.18|10.09|59.87
2451332|77815|1405|2236|54830|2704|785|8106|157386|2562|818|1|1178|6|1|1|2756|16|137.28|0.00|137.28|36.97|172.48|91.97|43.04|2.27|209.45
2451402|53662|146|2236|54830|2704|785|2236|54830|3462|785|1|1183|7|1|1|2756|63|9399.60|563.97|9963.57|51.10|812.07|2067.91|6965.10|366.59|1427.14
2451257|59114|244|2236|54830|2704|785|355|189877|5399|2001|1|399|7|1|2|2756|47|626.98|43.88|670.86|50.46|242.99|394.99|102.07|129.92|337.33
2451337|46708|614|5873|129072|1678|3004|8243|113391|958|3252|1|191|20|1|1|2758|44|2054.36|61.63|2115.99|95.68|838.64|1581.85|448.88|23.63|995.95
2451301|52708|446|5873|129072|1678|3004|8975|121639|4116|266|1|1100|10|1|3|2758|4|648.00|0.00|648.00|23.63|272.84|421.20|63.50|163.30|296.47
2451358|40039|721|8222|109154|806|4451|617|129264|5912|4200|1|343|4|1|2|2759|2|11.66|0.93|12.59|70.94|1.02|9.67|0.79|1.20|72.89
2451336|48962|1573|8079|30754|3349|1384|5035|150748|4975|4235|1|161|2|1|3|2761|54|324.54|19.47|344.01|11.96|0.00|84.38|12.00|228.16|31.43
2451369|35350|1651|4198|11834|910|866|8917|44777|533|729|1|352|17|1|3|2763|11|277.42|0.00|277.42|86.04|51.70|158.12|26.24|93.06|137.74
2451244|74311|1657|4198|11834|910|866|2109|136313|4515|3557|1|179|3|1|1|2763|43|189.20|9.46|198.66|87.12|2840.58|28.38|70.76|90.06|2937.16
2451217|70101|164|6886|44638|6950|1382|6886|44638|997|1382|1|364|1|1|3|2765|14|1349.18|26.98|1376.16|47.59|825.58|512.68|368.06|468.44|900.15
2451245|71167|346|1473|170742|2491|1200|974|138839|5703|4287|1|414|6|1|2|2766|25|2089.25|41.78|2131.03|17.04|1076.25|1337.12|97.77|654.36|1135.07
2451320|24342|1645|1473|170742|2491|1200|2195|59081|6345|2729|1|430|1|1|3|2766|10|17.90|1.61|19.51|61.21|483.60|10.02|1.73|6.15|546.42
2451357|7279|470|9768|145840|6119|1071|9147|84657|6776|3095|1|159|5|1|1|2767|29|910.89|45.54|956.43|46.23|718.91|355.24|516.75|38.90|810.68
2451284|22622|322|9768|145840|6119|1071|9768|145840|4174|1071|1|340|2|1|2|2767|15|251.85|5.03|256.88|81.72|64.50|161.18|84.32|6.35|151.25
2451356|51464|1334|9768|145840|6119|1071|2118|61170|6333|4576|1|209|12|1|2|2767|2|106.40|9.57|115.97|10.06|3.54|78.73|24.90|2.77|23.17
2451318|75322|1027|567|142514|254|4121|567|142514|2266|4121|1|1172|20|1|1|2768|50|5830.00|466.40|6296.40|96.63|2306.50|5538.50|69.96|221.54|2869.53
2451319|84020|1495|567|142514|254|4121|5|54572|1903|2201|1|1109|1|1|1|2768|39|333.84|16.69|350.53|87.40|187.59|220.33|13.62|99.89|291.68
2451326|76736|499|567|142514|254|4121|7643|14192|5500|4128|1|354|12|1|1|2768|1|37.04|1.48|38.52|65.64|7.79|2.96|15.67|18.41|74.91
2451307|74470|1417|567|142514|254|4121|4510|17299|4825|1511|1|149|9|1|1|2768|38|279.30|16.75|296.05|75.39|156.18|173.16|73.23|32.91|248.32
2451275|77997|1682|5310|156438|3439|3080|7441|48998|2408|4818|1|405|8|1|2|2769|7|768.88|23.06|791.94|96.53|529.34|376.75|19.60|372.53|648.93
2451185|19523|1738|4621|25676|6971|1346|3495|183783|7011|3959|1|335|16|1|2|2770|1|75.27|6.02|81.29|32.82|2.84|71.50|2.71|1.06|41.68
2451222|27010|1420|2170|126964|7151|3665|2170|126964|2788|3665|1|328|1|1|3|2771|35|1189.30|35.67|1224.97|76.63|538.30|547.07|263.31|378.92|650.60
2451345|48829|866|2170|126964|7151|3665|7053|179375|999|2623|1|398|2|1|2|2771|18|433.80|30.36|464.16|8.55|268.74|381.74|32.79|19.27|307.65
2451344|17632|1640|9583|80889|6722|1668|3459|67681|5976|2638|1|183|17|1|1|2778|7|706.30|42.37|748.67|70.18|613.34|656.85|2.47|46.98|725.89
2451194|84582|1138|8956|90504|1459|3134|3286|26085|2607|249|1|157|15|1|3|2780|3|468.15|0.00|468.15|74.74|171.42|416.65|2.57|48.93|246.16
2451326|50401|148|7028|64710|||7028|64710|5526||1|1147|||1|2782|||38.32|517.38|16.72||344.92|||
2451292|57905|1088|1983|106547|4711|1475|4203|21362|5901|680|1|1102|17|1|3|2784|26|1388.66|41.65|1430.31|70.96|713.70|1152.58|236.08|0.00|826.31
2451242|65192|1010|1983|106547|4711|1475|8362|130170|416|2255|1|125|12|1|3|2784|9|446.04|17.84|463.88|19.96|69.66|379.13|27.43|39.48|107.46
2451291|85694|151|5900|50418|4376|2814|9858|191329|4110|3202|1|137|17|1|1|2785|33|730.29|0.00|730.29|94.35|973.83|642.65|52.58|35.06|1068.18
2451285|16437|1645|7738|75659|3580|2901|7379|29481|3585|4609|1|201|1|1|3|2787|18|0.00|0.00|0.00|29.92|35.10|0.00|0.00|0.00|65.02
2451329|67011|610|7738||||2985|81056||||127|1|1||2787||72.40|2.17|74.57||||||148.26
2451329|41781|1162|7445|53224|2603|4135|378|34398|3872|1619|1|195|14|1|2|2789|64|13248.64|0.00|13248.64|1.51|2208.00|12321.23|677.00|250.41|2209.51
2451283|41630|1363|3080|47685|97|629|3080|47685|7190|629|1|198|20|1|2|2791|80|37.60|1.88|39.48|46.38|1283.20|22.18|2.00|13.42|1331.46
2451250|32078|1252|2880|150411|3655|1066|9765|57861|4418|4735|1|201|13|1|3|2792|67|2984.85|179.09|3163.94|63.62|765.14|2566.97|234.01|183.87|1007.85
2451305|63706|482|8293|159773|2053|2180|4096|8724|5703|4242|1|364|6|1|1|2793|20|119.20|10.72|129.92|70.55|25.40|42.91|28.22|48.07|106.67
2451311|48223|442|9711|188679|5167|3648|6458|178787|6244|3334|1|131|18|1|3|2794|10|242.00|21.78|263.78|43.57|201.60|36.30|47.31|158.39|266.95
2451209|15317|1594|9711|188679|5167|3648|526|101353|2380|2174|1|334|2|1|3|2794|24|4862.16|48.62|4910.78|94.35|2034.00|3743.86|726.89|391.41|2176.97
2451370|70618|1702|3514|84492|6157|2855|9836|176741|5277|940|1|1231|2|1|1|2795|31|1063.92|53.19|1117.11|27.68|738.11|893.69|153.20|17.03|818.98
2451349|49265|241|3514|84492|6157|2855|3514|84492|1720|2855|1|146|14|1|1|2795|7|69.51|0.00|69.51|19.51|13.23|30.58|1.55|37.38|32.74
2451249|31643|196|3202|31454|3513|1645|2768|139057|4898|4932|1|146|8|1|2|2798|72|11724.48|937.95|12662.43|62.69|4478.40|4103.56|304.83|7316.09|5479.04
2451246|5338|1129|7203|13456|4349|2322|74|175027|161|448|1|1198|16|1|3|2801|53|4712.23|188.48|4900.71|46.68|1527.99|3628.41|162.57|921.25|1763.15
2451207|38932|1300|7453|9064|2915|199|4425|155907|7007|2194|1|150|1|1|2|2802|17|2769.64|193.87|2963.51|33.48|816.34|637.01|895.70|1236.93|1043.69
2451316|40340|850|7453|9064|2915|199|4687|107256|5054|645|1|403|5|1|1|2802|44|3520.44|0.00|3520.44|19.02|0.00|1232.15|572.07|1716.22|19.02
2451335|49040|1240|8071|9848|425|3555|2685|145893|1268|1210|1|381|9|1|3|2803|6|324.78|0.00|324.78|34.53|279.96|201.36|81.45|41.97|314.49
2451279|15926|1082|8071|9848|425|3555|3503|83164|2190|2776|1|141|7|1|1|2803|77|2859.01|0.00|2859.01|73.48|1230.46|171.54|537.49|2149.98|1303.94
2451291|15122|1006|4273|150926|5819|3792|9978|182631|3541|3571|1|118|14|1|3|2805|46|1847.82|36.95|1884.77|68.21|0.00|1773.90|49.52|24.40|105.16
2451280|56903|289|2931|162529|974|4819|4432|128508|342|809|1|114|4|1|2|2806|41|25.01|1.00|26.01|34.50|453.05|23.25|1.19|0.57|488.55
2451201|20691|856|696|41137|2105|986|80|174283|6795|3700|1|205|9|1|3|2807|29|326.25|3.26|329.51|62.66|1004.56|283.83|12.72|29.70|1070.48
2451327|22202|985|4574|187780|5353|1119|4574|187780|4900|1119|1|167|7|1|2|2808|43|640.27|51.22|691.49|22.81|230.91|294.52|65.69|280.06|304.94
2451270|74413|277|4574|187780|5353|1119|7842|20175|475|2622|1|140|9|1|1|2808|44|4071.76|0.00|4071.76|48.70|566.72|4031.04|30.13|10.59|615.42
2451300|35712|1522|9268|165768|1788|2448|6877|117240|6794|1221|1|168|3|1|3|2809|4|134.80|2.69|137.49|56.09|11.32|68.74|39.63|26.43|70.10
2451233|26824|661|9268|165768|1788|2448|8016|116720|1487|4407|1|139|14|1|1|2809|4|4.84|0.09|4.93|1.35|26.60|2.17|2.56|0.11|28.04
2451288|41170|367|690|163199|2141|1643|3648|350|4165|900|1|1246|5|1|1|2810|10|0.00|0.00|0.00|42.82|506.00|0.00|0.00|0.00|548.82
2451282|36806|650|690|163199|2141|1643|3033|120567|6733|3132|1|133|10|1|2|2810|8|65.68|1.31|66.99|33.65|657.20|35.46|8.15|22.07|692.16
2451195|29336|1520|9925|72985|638|3971|182|19545|4293|2961|1|1211|18|1|1|2811|19|3188.20|223.17|3411.37|54.60|1018.78|2327.38|525.10|335.72|1296.55
2451260|63505|424|9925|72985|638|3971|9925|72985|4801|3971|1|1200|5|1|1|2811|17|448.12|13.44|461.56|91.82|151.13|264.39|178.21|5.52|256.39
2451317|18075|944|1862|20569|6763|790|3530|155044|5866|401|1|178|13|1|3|2813|9|1311.84|91.82|1403.66|28.79|431.01|892.05|50.37|369.42|551.62
2451286|48154|1784||20569|6763|||188463||2971|1||6|1||2813|26|180.70|14.45||||95.77|83.23||
2451320|10702|745|9943|50543|3350|2630|57|139912|4108|937|1|402|18|1|2|2814|77|2012.01|140.84|2152.85|68.11|2099.79|804.80|507.02|700.19|2308.74
2451386|75174|1318|9943|50543|3350|2630|6417|178502|5006|837|1|179|10|1|1|2814|6|18.60|1.30|19.90|81.82|12.78|7.25|8.28|3.07|95.90
2451236|75621|1165|9943|50543|3350|2630|1110|152710|1367|1177|1|346|14|1|3|2814|37|2046.10|163.68|2209.78|45.99|1773.04|163.68|809.44|1072.98|1982.71
2451377|56166|913|8110|76588|3066|2297|655|172199|2338|4557|1|1210|14|1|1|2815|11|62.15|5.59|67.74|61.16|49.72|41.64|18.45|2.06|116.47
2451331|72946|1040|5260|11957|5021|878|4476|60231|1433|242|1|371|2|1|3|2817|86|17969.70|1078.18|19047.88|17.50|4900.28|3414.24|4221.08|10334.38|5995.96
2451199|58081|50|5260|11957|5021|878|3094|169245|4036|147|1|356|20|1|1|2817|7|885.57|35.42|920.99|49.29|155.68|540.19|172.69|172.69|240.39
2451304|54627|1003|7103|100589|522|4608|5336|112709|1203|2250|1|127|11|1|1|2824|73|4777.85|191.11|4968.96|98.73|1791.42|477.78|3526.05|774.02|2081.26
2451201|44571|1778|4363|127976|4949|3842|7809|178781|2038|3088|1|399|18|1|1|2825|26|328.64|23.00|351.64|95.48|338.78|315.49|7.62|5.53|457.26
2451330|64286|1774|2021|98017|4413|1009|879|24946|5707|1668|1|1191|18|1|2|2826|7|246.54|12.32|258.86|43.84|67.48|130.66|59.09|56.79|123.64
2451236|63147|466||||1009|759|121108|4650|1665|1||4|1||2826|6|||279.74|||||3.50|330.49
2451263|64077|715|7284|104372|707|4195|5501|38265|258|211|1|1223|10|1|2|2827|24|151.92|13.67|165.59|86.26|101.28|142.80|5.83|3.29|201.21
2451384|39463|404|7284|104372|707|4195|3566|147208|1109|3497|1|126|20|1|1|2827|16|3125.28|62.50|3187.78|65.80|632.00|1406.37|137.51|1581.40|760.30
2451306|44356|230|3353|11532|1504|4403|7812|109465|5480|95|1|421|20|1|2|2828|48|259.20|0.00|259.20|77.55|2229.60|124.41|98.39|36.40|2307.15
2451313|56189|271|3353|11532|1504|4403|9345|64270|1609|4341|1|191|4|1|3|2828|10|297.60|26.78|324.38|25.32|153.60|178.56|86.89|32.15|205.70
2451252|16715|1256|6848|18922|5556|110|5756|110776|4956|2503|1|1269|3|1|2|2831|2|176.76|8.83|185.59|87.39|86.42|76.00|2.01|98.75|182.64
2451242|62435|142|1436|62458|1273|1015|1436|62458|1185|1015|1|1246|12|1|1|2836|19|2421.55|24.21|2445.76|10.06|302.67|1428.71|923.34|69.50|336.94
2451301|70747|412|5336|||1043||72813||1167||419|||1|2837|26|1933.62|||||116.01|||
2451332|17407|1603|5204|21340|6629|4965|7277|92561|2503|2598|1|1254|4|1|2|2838|46|472.42|33.06|505.48|84.08|270.02|434.62|23.81|13.99|387.16
