sr_returned_date_sk|sr_return_time_sk|sr_item_sk|sr_customer_sk|sr_cdemo_sk|sr_hdemo_sk|sr_addr_sk|sr_store_sk|sr_reason_sk|sr_ticket_number|sr_return_quantity|sr_return_amt|sr_return_tax|sr_return_amt_inc_tax|sr_fee|sr_return_ship_cost|sr_refunded_cash|sr_reversed_charge|sr_store_credit|sr_net_loss
2451793|50858|907|8117|129174|5045|76|1|2|2945|14|578.20|46.25|624.45|29.25|305.48|127.20|13.53|437.47|380.98
2451610|29065|1238|5800|136750|1466|3189|1|1|2946|24|666.96|33.34|700.30|52.59|23.28|300.13|106.38|260.45|109.21
2451657|36771|1472|3073|163692|264|83|1|3|2946|57|788.31|0.00|788.31|57.73|52.44|7.88|522.88|257.55|110.17
||820||74961|5432||1|1|2947|||3.61|||55.52||20.29|19.51|86.54
2451380|49664|454|2021|76794|560|2453|1|1|2947|70|6699.00|133.98|6832.98|46.23|3393.60|6364.05|127.28|207.67|3573.81
2452161|54951|971|2423|168311|2769|3147|1|1|2948|39|118.95|10.70|129.65|74.25|139.62|99.91|2.09|16.95|224.57
2451957|32299|1027|1681|58237|2193|2996|1|2|2949|22|0.00|0.00|0.00|74.63|533.50|0.00|0.00|0.00|608.13
2451863|41184|1628|4036|53127|1338|3989|1|2|2949|1|65.03|3.25|68.28|27.47|31.21|11.70|35.19|18.14|61.93
2451972|30082|1613|1681|168134|389|4164|1|3|2949|34|2528.24|227.54|2755.78|24.64|594.66|2022.59|121.35|384.30|846.84
2451884|46890|155|1681|186404|3640|4709|1|1|2949|6|616.02|49.28|665.30|53.54|142.14|505.13|51.00|59.89|244.96
2451320|40046|1538|6335|132863|7149|3188|1|1|2950|5|1.50|0.04|1.54|55.03|17.80|0.90|0.13|0.47|72.87
2452727|39870|1255|1370|37656|1258|1660|1|3|2951|18|1424.70|113.97|1538.67|45.23|284.94|270.69|588.54|565.47|444.14
2452642|40431|895|1370|7687|237|4347|1|3|2951|2|77.46|2.32|79.78|80.55|49.52|7.74|55.07|14.65|132.39
|33140|717||179457|1639||||2951|||32.64|395.34||327.30|319.17|30.47||395.45
2451332|35567|1514|2778|171130|5623|283|1|3|2952|43|613.18|18.39|631.57|93.65|435.16|55.18|44.64|513.36|547.20
2451347|38032|112|2778|127972|5040|3621|1|2|2952|21|2502.36|100.09|2602.45|55.47|1251.18|850.80|759.71|891.85|1406.74
2451950|40000|673|3795|178280|4958|3349|1|3|2953|48|2113.92|126.83|2240.75|63.17|312.00|1331.76|86.03|696.13|502.00
2451461|49817|238|3287|156942|2454|446|1|1|2954|16|290.72|26.16|316.88|26.98|49.28|78.49|10.61|201.62|102.42
2452056|54147|367|7692|40316|357|311|1|2|2957|22|1853.72|129.76|1983.48|5.76|277.86|1408.82|106.77|338.13|413.38
2452354|30188|1681|8875|178423|131|2159|1|3|2958|15|281.25|14.06|295.31|56.09|203.10|61.87|114.07|105.31|273.25
2452285|50159|625|5975|123593|4159|3252|1|3|2958|29|823.02|49.38|872.40|71.73|114.84|707.79|6.91|108.32|235.95
2452392|33641|1643|5975|88930|6287|3204|1|2|2958|5|821.05|24.63|845.68|47.32|377.65|328.42|379.32|113.31|449.60
2451611|41030|178|7034|141223|850|4270|1|2|2959|49|861.91|0.00|861.91|1.26|912.87|327.52|325.97|208.42|914.13
|45384|493|7034||950||1||2959|21|18.69|1.68||||||4.63|155.70
2451856|54277|944|4576|23662|5515|4961|1|1|2962|1|18.58|0.74|19.32|88.28|13.12|1.85|16.39|0.34|102.14
2451902|29232|1757|5375|160406|1964|4235|1|3|2962|14|198.38|17.85|216.23|83.25|257.18|109.10|9.82|79.46|358.28
2451885|41433|499|1728|59985|3731|1917|1|2|2962|39|1471.08|88.26|1559.34|56.90|270.66|1176.86|35.30|258.92|415.82
2450959|46587|1213|687|65891|4406|1921|1|2|2963|5|0.90|0.07|0.97|60.83|1.55|0.84|0.05|0.01|62.45
2450967|52932|1243|687|91715|1481|4454|1|1|2963|18|779.58|0.00|779.58|59.66|759.60|615.86|142.43|21.29|819.26
2451847|47653|638|1071|89514|6937|1207|1|3|2965|4|58.16|3.48|61.64|87.93|21.64|58.16|0.00|0.00|113.05
2452736|59773|729|8336|7143|4243|4856|1|1|2966|3|83.55|7.51|91.06|42.94|14.52|57.64|24.09|1.82|64.97
2452734|42893|99|8336|135544|4363|1022|1|2|2966|10|89.70|6.27|95.97|39.87|39.10|71.76|16.68|1.26|85.24
2452047|33833|619|8949|44508|1607|33|1|2|2967|6|385.50|19.27|404.77|81.37|104.70|354.66|4.62|26.22|205.34
2451697|49233|1760|5713|28764|4455|1379|1|2|2968|8|0.00|0.00|0.00|0.76|88.56|0.00|0.00|0.00|89.32
2451634|51370|55|1021|126012|5286|1120|1|3|2969|12|41.88|1.67|43.55|44.26|8.52|32.66|2.30|6.92|54.45
2451844|46626|1267|7998|77288|248|1641|1|2|2971|10|297.50|26.77|324.27|81.56|441.20|264.77|1.30|31.43|549.53
2451958|32714|1679|7998|7636|6654|4472|1|1|2971|63|377.37|22.64|400.01|36.19|3399.48|226.42|67.92|83.03|3458.31
2451167|41760|80|6227|63815|5163|4631|1|1|2972|31|767.87|15.35|783.22|14.18|600.78|0.00|176.61|591.26|630.31
2452173|40553|575|8638|120761|1932|616|1|3|2973|19|941.83|0.00|941.83|17.58|261.63|329.64|471.38|140.81|279.21
2452116|40343|1653|8638|79574|6345|876|1|1|2973|8|252.96|17.70|270.66|88.76|370.96|103.71|19.40|129.85|477.42
2452531|58464|1155|2698|99569|2301|393|1|2|2974|1|82.40|6.59|88.99|63.53|35.79|39.55|14.99|27.86|105.91
2450847|45536|1435|7908|78840|3372|2304|1|3|2975|37|1475.56|14.75|1490.31|53.68|608.65|693.51|430.12|351.93|677.08
2452664|48885|54|3914|143168|1142|4156|1|2|2978|56|2210.32|0.00|2210.32|79.83|1054.48|1259.88|902.91|47.53|1134.31
2451826|36627|1039|9842|84315|3243|1251|1|2|2980|4|195.48|5.86|201.34|56.92|71.68|113.37|13.95|68.16|134.46
2451842|36302|707|9842|71155|6876|4717|1|3|2980|13|70.20|5.61|75.81|26.36|231.92|55.45|2.65|12.10|263.89
2451599|35352|1280|9379|175093|566|1519|1|1|2981|15|352.20|31.69|383.89|33.37|371.25|165.53|33.60|153.07|436.31
2452303|55734|709|3597|107624|2498|925|1|3|2983|35|1218.35|97.46|1315.81|26.97|39.90|280.22|619.16|318.97|164.33
2452308|41464|917|6774|22531|3322|4480|1|3|2983|39|537.03|42.96|579.99|6.21|1360.71|531.65|1.56|3.82|1409.88
2452239|47893|839|6774|37337|2927|3077|1|2|2983|26|352.56|24.67|377.23|55.48|229.84|334.93|14.28|3.35|309.99
2452375|58670|565|3867|91715|3231|1234|1|1|2984|58|1614.72|80.73|1695.45|36.69|893.20|920.39|305.50|388.83|1010.62
2452390|59221|723|3867|166262|2396|4970|1|1|2984|45|3997.35|279.81|4277.16|69.02|2188.80|3437.72|503.66|55.97|2537.63
2452332|32184|527|3867|62109|4399|4529|1|3|2984|5|485.55|24.27|509.82|20.35|0.00|291.33|77.68|116.54|44.62
2452367|31370|59|241|83848|4250|2172|1|3|2985|27|1817.64|18.17|1835.81|90.83|576.18|1126.93|414.42|276.29|685.18
2451713|30299|1541|6834|167672|6330|1955|1|2|2987|12|54.72|3.83|58.55|65.45|225.96|9.30|8.62|36.80|295.24
2451605|37024|1010|6834|74416|7145|3761|1|1|2987|2|32.82|1.31|34.13|29.80|50.84|26.25|5.65|0.92|81.95
2451624|34314|1606|6392|191434|4019|1531|1|3|2989|38|1148.36|91.86|1240.22|50.10|626.24|585.66|450.16|112.54|768.20
2451568|56171|1057|5855|31072|5199|1406|1|3|2991|20|1052.20|21.04|1073.24|90.67|43.20|389.31|26.51|636.38|154.91
2452320|60125|1211|2369|169697|1858|3226|1|3|2993|56|7026.32|140.52|7166.84|42.19|1692.88|4848.16|1851.43|326.73|1875.59
2452314|60412|1357|9546|84645|5791|4737|1|3|2993|60|311.40|24.91|336.31|25.96|1074.00|252.23|10.65|48.52|1124.87
2452135|53034|1547|2411|28489|3174|1452|1|3|2994|4|226.08|2.26|228.34|72.01|88.56|212.51|4.20|9.37|162.83
2452063|36609|1613|5250|179012|5207|442|1|1|2995|7|265.30|15.91|281.21|66.13|53.83|7.95|2.57|254.78|135.87
2451592|57119|562|6805|121668|2513|3718|1|1|2996|1|22.68|2.04|24.72|81.79|7.29|22.45|0.05|0.18|91.12
2451616|53364|1261|6805|40296|2697|2978|1|3|2996|78|1313.52|118.21|1431.73|71.84|799.50|367.78|860.62|85.12|989.55
2452550|36601|432|2758|152248|6589|2083|1|3|2997|61|7745.17|464.71|8209.88|78.32|344.04|697.06|1057.21|5990.90|887.07
2451792|43636|1063|3474|144640|1432|2111|1|3|3002|8|184.08|14.72|198.80|29.70|88.96|110.44|53.75|19.89|133.38
2451177|45758|302|4181|132124|5067|890|1|3|3003|66|4306.50|43.06|4349.56|14.51|3169.32|775.17|2895.69|635.64|3226.89
|30506|760|1548|186790|1665|2620|1|2|3004|13|||455.74|83.21||144.39|113.53|193.31|
2451450|34287|697|1548|126460|4705|2390|1|2|3004|21|597.24|17.91|615.15|17.05|271.32|95.55|10.03|491.66|306.28
2451505|50700|811|8269|106098|293|2168|1|2|3006|8|26.88|0.26|27.14|52.35|44.16|13.17|3.56|10.15|96.77
2451437|52678|1330|8269|2770|920|1110|1|1|3006|3|150.99|7.54|158.53|94.08|41.94|55.86|7.61|87.52|143.56
2452312|58355|831|3113|151064|3906|4148|1|3|3007|25|263.25|5.26|268.51|32.24|1316.75|207.96|27.64|27.65|1354.25
2451821|52499|1633|6889|182208|3912|3896|1|2|3008|1|6.15|0.30|6.45|13.47|1.05|1.72|0.44|3.99|14.82
2451942|43575|1046|9786|175203|2620|4037|1|1|3008|25|1476.50|59.06|1535.56|67.50|597.50|44.29|28.64|1403.57|724.06
2450998|57857|457|8323|55732|3461|2783|1|1|3009|27|835.92|75.23|911.15|32.33|84.51|668.73|127.06|40.13|192.07
2451792|41639|1412|6575|58328|2481|3234|1|3|3010|23|2412.47|192.99|2605.46|46.59|929.66|2243.59|18.57|150.31|1169.24
2451751|35535|1778|666|38706|7171|1029|1|1|3010|18|458.82|9.17|467.99|66.96|558.00|155.99|227.12|75.71|634.13
2451541|49522|526|9147|43766|6030|4781|1|2|3011|18|257.58|5.15|262.73|74.77|35.82|54.09|122.09|81.40|115.74
2451552|59428|1664|9147|151876|5164|1805|1|3|3011|20|192.40|7.69|200.09|51.08|27.40|30.78|17.77|143.85|86.17
2451480|46223|610|9147|105928|5018|21|1|3|3011|25|1195.25|11.95|1207.20|31.01|138.50|824.72|181.55|188.98|181.46
||1291|1017|||3007|1||3013||||||||80.42||
2451666|32296|524|1017|83225|6531|390|1|1|3013|13|91.39|7.31|98.70|82.81|79.95|26.50|22.71|42.18|170.07
2452337|32429|259|606|166316|6243|257|1|1|3014|32|1764.48|70.57|1835.05|22.85|1486.08|741.08|51.17|972.23|1579.50
2452305|51751|89|737|48210|1203|3436|1|1|3014|57|2055.42|0.00|2055.42|80.06|722.19|1027.71|483.02|544.69|802.25
2452374|49766|629|606|25446|3805|2684|1|2|3014|22|633.82|25.35|659.17|38.68|553.08|462.68|100.97|70.17|617.11
2452343|56177|1117|606|184008|2691|4894|1|1|3014|6|113.34|9.06|122.40|73.20|113.34|64.60|28.26|20.48|195.60
2451577|31876|1528|5872|126508|5224|2300|1|3|3015|1|46.93|3.28|50.21|87.96|29.86|4.22|23.91|18.80|121.10
2451557|36609|1507|9349|18198|2373|1348|1|1|3015|41|837.22|16.74|853.96|25.58|354.24|200.93|139.98|496.31|396.56
|36906|1527||99146||4098|||3016|15||||74.97|10.05|0.00|366.72|180.63|
2452728|44411|366|1129|144218|3867|2636|1|1|3016|19|71.25|4.98|76.23|51.37|498.75|65.55|4.10|1.60|555.10
2452427|48053|96|5557|46375|4653|4004|1|1|3017|41|3236.95|0.00|3236.95|13.24|1371.86|485.54|385.19|2366.22|1385.10
2452368|52597|283|5557|31172|2695|3571|1|2|3017|42|223.44|2.23|225.67|22.81|420.84|154.17|49.18|20.09|445.88
2452402|46397|1677|5557|185358|5594|1557|1|1|3017|3|62.67|3.13|65.80|12.18|86.43|15.04|0.47|47.16|101.74
2452683|55987|1350|9374|41123|147|1531|1|2|3018|52|118.56|7.11|125.67|41.05|54.08|20.15|15.74|82.67|102.24
2452267|40785|1019|45|189614|3590|446|1|3|3019|20|1350.40|67.52|1417.92|64.63|785.20|1309.88|38.89|1.63|917.35
2452280|50243|1259|45|53655|3868|1608|1|2|3019|22|1490.72|119.25|1609.97|48.36|496.76|1147.85|240.00|102.87|664.37
2452287|40744|603|2194|165770|5026|4642|1|1|3019|39|570.57|11.41|581.98|33.53|207.48|96.99|137.33|336.25|252.42
2452279|43882|435|6398|160897|1944|4238|1|2|3021|42|1868.16|149.45|2017.61|15.54|819.42|1289.03|98.45|480.68|984.41
2452190|28844|695|5940|102027|4641|568|1|1|3021|9|219.60|19.76|239.36|56.98|6.03|101.01|107.91|10.68|82.77
2451054|32343|598|2838|115903|2454|685|1|3|3022|27|519.48|10.38|529.86|11.33|295.65|467.53|24.41|27.54|317.36
2450983|36260|661|2838|11809|4562|1548|1|2|3022|52|4098.64|245.91|4344.55|92.86|273.00|4057.65|19.26|21.73|611.77
2452364|51193|1707|9228|70811|635|1146|1|2|3023|41|805.65|40.28|845.93|54.27|251.74|24.16|750.23|31.26|346.29
2452353|37406|113|9228|123927|4968|4656|1|2|3023|18|783.54|54.84|838.38|7.24|397.98|399.60|383.94|0.00|460.06
2451667|60103|1735|9862|105621|4024|3500|1|2|3024|10|170.10|11.90|182.00|38.04|609.60|166.69|0.51|2.90|659.54
2451646|47923|1738||||2294|1||3024|26|39.78|0.39||95.22|||2.11||128.89
2452274|46534|1099|2824|167443|6908|2733|1|1|3025|20|671.40|0.00|671.40|2.14|940.00|355.84|107.29|208.27|942.14
||1747|2824|||1788|||3025||608.22|18.24||8.55|50.67||14.90||77.46
2451940|42026|499|2557|6589|3466|4183|1|1|3026|57|8158.41|0.00|8158.41|37.85|1777.83|734.25|4454.49|2969.67|1815.68
2451859|45253|1465|2557|16114|2893|2232|1|1|3026|35|1383.55|27.67|1411.22|18.06|739.90|1342.04|41.09|0.42|785.63
2451781|51866|1703|2557|80761|883|3038|1|1|3026|18|157.86|3.15|161.01|17.44|130.32|99.45|52.56|5.85|150.91
2451031|34551|728|7003|9782|7196|2290|1|3|3027|19|273.98|19.17|293.15|23.08|78.66|235.62|24.55|13.81|120.91
2450979|46942|1693|7003|85245|1677|1469|1|3|3027|5|55.95|1.67|57.62|67.87|27.05|17.34|9.65|28.96|96.59
2452595||1356||136760|4918|||2|3028||22.98|||57.48|28.23|4.59|6.25|12.14|
2451903|38407|614|6132|74946|2797|2248|1|1|3029|25|1674.00|33.48|1707.48|49.03|259.75|954.18|35.99|683.83|342.26
2451744|52978|101|5583|30193|5570|540|1|2|3029|5|163.35|14.70|178.05|97.45|89.10|16.33|30.87|116.15|201.25
2452066|60076|854|9915|70431|3220|3649|1|2|3031|32|1439.04|43.17|1482.21|22.51|1483.84|906.59|111.81|420.64|1549.52
2452347|57421|1529|2660||6122||||3033||6916.59|622.49|7539.08|48.49||4979.94||1394.39|4648.08
2452310|32027|1707|2108|170482|809|4256|1|1|3033|38|38.38|0.00|38.38|25.41|45.22|3.83|20.03|14.52|70.63
2452344|60241|1677|2108|73167|2548|609|1|2|3033|61|2194.17|21.94|2216.11|62.19|312.93|987.37|639.60|567.20|397.06
2451241|32242|1012|8841|89381|5041|4188|1|2|3034|59|3594.28|0.00|3594.28|26.68|1650.23|1509.59|479.47|1605.22|1676.91
|38792|1286||62553||||2|3035||52.68||||70.92||||
2450924|42630|1676|165|75296|6154|3525|1|2|3035|5|360.55|14.42|374.97|70.74|33.10|223.54|49.32|87.69|118.26
2452390|49168|612|4061|128711|7088|1578|1|2|3036|55|330.55|29.74|360.29|16.01|330.55|99.16|180.48|50.91|376.30
2451959|35504|692|2947|107690|625|753|1|2|3037|18|510.66|40.85|551.51|77.67|914.94|97.02|95.13|318.51|1033.46
2451859|60758|421|2947|154551|5153|4868|1|2|3037|12|421.44|21.07|442.51|26.93|103.44|257.07|96.97|67.40|151.44
2451319|42125|1429|435|36538|7043|68|1|2|3038|15|683.25|6.83|690.08|12.18|126.45|587.59|89.92|5.74|145.46
2451322|50090|1555|435|60549|1404|2106|1|2|3038|10|130.70|6.53|137.23|23.93|6.20|65.35|1.30|64.05|36.66
2452507|47294|1723|3047|104518|3429|820|1|3|3039|7|53.62|3.75|57.37|66.79|12.18|41.28|12.21|0.13|82.72
2452568|53816|1753|2030|54243|302|401|1|3|3039|1|87.79|7.90|95.69|85.50|19.75|87.79|0.00|0.00|113.15
2452002|41992|203|2264|110478|4658|3478|1|2|3040|35|107.80|6.46|114.26|83.75|63.00|98.09|9.03|0.68|153.21
2451998|53407|1769|2264|80647|2292|1610|1|2|3040|4|14.04|0.14|14.18|40.37|5.60|0.98|7.83|5.23|46.11
2452301|51892|161|4155|87480|4698|3363|1|2|3041|27|198.72|0.00|198.72|11.49|115.83|166.92|9.22|22.58|127.32
2452399|60573|795|1576|181630|2754|2878|1|2|3043|14|236.88|18.95|255.83|31.25|515.06|4.73|92.86|139.29|565.26
2452813|48418|207|9061|24142|3471|4160|1|3|3044|2|52.76|4.22|56.98|69.82|80.92|1.05|25.85|25.86|154.96
2451340|48357|50|7538|51483|4101|3159|1|1|3045|46|1350.10|40.50|1390.60|71.55|1377.70|445.53|27.13|877.44|1489.75
2451349|60335|1501|9463|91378|5076|214|1|1|3045|5|115.55|9.24|124.79|4.30|63.25|102.83|2.67|10.05|76.79
2452234|36381|813|5175|123646|497|3315|1|1|3046|7|342.09|30.78|372.87|56.63|105.21|13.68|213.46|114.95|192.62
2451191|59828|548|1367|55906|5125|2064|1|1|3048|3|220.65|13.23|233.88|23.83|98.07|2.20|30.58|187.87|135.13
2451105|42690|908|1618|115982|2875|2801|1|3|3050|10|29.00|1.45|30.45|0.51|66.90|15.95|2.08|10.97|68.86
2452073|34349|1670|4391|97859|127|1842|1|2|3051|28|1961.40|137.29|2098.69|3.88|81.48|1922.17|6.66|32.57|222.65
2450961|33456|146|6817|87686|1552|1891|1|3|3052|30|432.60|4.32|436.92|52.60|324.30|289.84|137.04|5.72|381.22
2450982|38786|244|6817|104619|760|2101|1|2|3052|20|746.20|14.92|761.12|67.59|373.00|559.65|65.29|121.26|455.51
2451876|59972|169|1674|188949|3631|2386|1|2|3053|60|6876.60|412.59|7289.19|90.70|2637.60|2269.27|3363.35|1243.98|3140.89
2451912|35460|1393|7813|58149|6826|3790|1|3|3053|1|115.77|0.00|115.77|11.33|68.79|46.30|18.75|50.72|80.12
2451857|55672|1475|5719|169751|6743|702|1|1|3053|4|242.00|7.26|249.26|54.00|302.48|118.58|97.50|25.92|363.74
2452374|57973|1513|6751|160649|6999|2829|1|1|3055|15|26.10|0.78|26.88|59.64|19.20|18.79|4.75|2.56|79.62
2452304|44963|113|6751|129629|2538|4047|1|3|3055|32|342.40|27.39|369.79|83.86|987.52|95.87|123.26|123.27|1098.77
2451233|37859|1645|7322|130662|4005|1501|1|2|3056|69|665.85|13.31|679.16|55.96|189.75|532.68|50.60|82.57|259.02
2452412|48159|877|6433|81558|1796|3714|1|3|3057|44|934.12|46.70|980.82|50.45|730.84|850.04|4.20|79.88|827.99
2450876|50345|638|1040|169932|336|220|1|3|3058|2|143.58|5.74|149.32|53.22|0.00|90.45|48.34|4.79|58.96
2450900|37552|994|1040|137996|4607|4978|1|1|3058|1|65.96|0.65|66.61|68.03|6.28|60.68|2.69|2.59|74.96
||464|||4809|||1|3058||||2559.08|25.98|2006.95|1028.65|||2083.10
2452656|49324|1569|6521|16276|1808|620|1|1|3059|54|1958.58|156.68|2115.26|8.19|1553.58|920.53|259.51|778.54|1718.45
2452544|40858|1161|6521|122517|5131|1825|1|1|3059|50|3323.50|166.17|3489.67|96.44|2696.50|830.87|299.11|2193.52|2959.11
2452547|56027|529|924|170751|2178|1005|1|3|3059|47|2655.50|132.77|2788.27|27.98|393.39|637.32|1372.36|645.82|554.14
2451878|54849|89|4811|65332|3452|2532|1|2|3060|20|171.20|3.42|174.62|32.58|40.40|90.73|48.28|32.19|76.40
|55959|1700||150924|1886|175|1||3060|32||||||308.47|||302.18
2452746|54335|817|6296|135505|2027|3916|1|1|3061|3|276.03|19.32|295.35|89.76|220.80|207.02|11.73|57.28|329.88
2451981|45559|47|3571|3179|1693|3400|1|3|3063|1|24.25|0.00|24.25|21.04|5.79|21.58|0.90|1.77|26.83
2451935|56701|1766|3571|105627|4812|364|1|2|3063|55|696.30|0.00|696.30|7.77|126.50|619.70|52.85|23.75|134.27
2451599|54442|20|596|128762|6881|3247|1|2|3064|7|304.57|3.04|307.61|33.12|49.77|42.63|144.06|117.88|85.93
2451656|37537|1786|5252|107148|454|1600|1|1|3064|40|1602.40|16.02|1618.42|45.64|228.80|913.36|447.87|241.17|290.46
2452192|44939|901|3227|110663|6212|1528|1|1|3065|71|4481.52|358.52|4840.04|9.81|1913.45|1658.16|2625.72|197.64|2281.78
2452317|40596|1053|9208|111206|4541|156|1|3|3065|16|734.08|66.06|800.14|11.93|376.00|411.08|19.38|303.62|453.99
2452306|32879|731|3170|108306||1305|1||3065||354.40|10.63|||116.16|||72.55|198.23
2452220|49238|207|186|156561|1630|1019|1|2|3066|19|347.32|6.94|354.26|13.36|818.90|194.49|30.56|122.27|839.20
2452437|46272|873|7081|83088|6615|2935|1|1|3070|8|64.64|1.93|66.57|40.55|286.56|18.09|28.86|17.69|329.04
2452716|49679|531|4346|142016|2280|2617|1|1|3071|72|1123.20|56.16|1179.36|80.71|920.88|1022.11|55.59|45.50|1057.75
2452683|59013|768|1104|134011|4118|2625|1|3|3071|2|79.84|7.18|87.02|37.42|40.76|45.50|2.40|31.94|85.36
2452646|39251|877|4346|174383|552|1048|1|3|3071|39|95.94|1.91|97.85|61.06|1057.68|28.78|23.50|43.66|1120.65
2452421|47675|397|3245|93527|1056|1338|1|3|3072|2|2.04|0.02|2.06|97.58|2.96|0.32|1.03|0.69|100.56
2452430|33486|1619|564|4402|5183|3517|1|1|3072|29|993.25|59.59|1052.84|48.48|505.76|486.69|253.28|253.28|613.83
2452343|29408|689|564|63839|4621|1850|1|1|3072|40|2978.80|178.72|3157.52|75.53|1878.80|2740.49|71.49|166.82|2133.05
2452037|48465|1433|5254|18013|1212|1971|1|3|3073|12|320.16|0.00|320.16|55.84|60.48|179.28|42.26|98.62|116.32
2451982|52590|1454|72|151683|2958|4033|1|3|3074|37|2755.02|220.40|2975.42|58.78|1082.25|2644.81|39.67|70.54|1361.43
2451896|52067|595|6930|95649|5248|7|1|1|3074|62|4428.04|44.28|4472.32|22.03|1316.26|3630.99|175.35|621.70|1382.57
2451307|38439|938|1143|172832|2198|2891|1|1|3076|20|259.80|20.78|280.58|67.39|27.00|194.85|26.62|38.33|115.17
2451573|57059|1108|7835|3177|6092|3454|1|2|3077|7|194.18|3.88|198.06|0.66|323.61|25.24|104.74|64.20|328.15
2451070|53068|544|5785|117937|1689|2441|1|3|3079|1|56.00|2.24|58.24|37.21|52.71|12.88|1.72|41.40|92.16
2450998|38968|1654|4577|31939|1580|4701|1|3|3079|2|6.18|0.24|6.42|40.34|7.74|2.84|2.97|0.37|48.32
2450929|37268|518|4577|7190|5201|4205|1|1|3079|1|99.84|2.99|102.83|37.67|12.48|23.96|49.32|26.56|53.14
2451121|38392|266|4208|164990|726|1622|1|1|3080|35|1683.85|84.19|1768.04|82.43|768.95|1464.94|205.77|13.14|935.57
2451190|49638|1280|4208|127584|2638|3972|1|3|3080|16|353.44|17.67|371.11|62.58|156.00|293.35|15.02|45.07|236.25
2452180|43159|365|4218|122895|5042|4156|1|3|3082|43|6981.91|69.81|7051.72|89.64|3370.34|6144.08|8.37|829.46|3529.79
2451598|58259|1262|232|162439|2337|1002|1|1|3083|31|1176.76|47.07|1223.83|10.95|358.05|1070.85|59.30|46.61|416.07
2451560|59897|487|232|79052|4001|3437|1|3|3083|26|803.14|64.25|867.39|93.57|321.10|658.57|5.78|138.79|478.92
2452289|44464|833|1735|71195|1077|4839|1|3|3084|57|190.95|13.36|204.31|73.43|204.06|112.66|38.36|39.93|290.85
2452188|44898|9|1735|163168|7129|3850|1|1|3084|12|691.68|48.41|740.09|14.36|126.96|664.01|21.02|6.65|189.73
2451470|31264|1675|7851|119002|1598|4394|1|3|3085|6|99.06|3.96|103.02|36.78|25.56|51.51|40.89|6.66|66.30
2452475|52213|145|1619|34349|5111|1560|1|3|3086|2|93.78|4.68|98.46|37.57|17.74|26.25|24.98|42.55|59.99
2452475|50864|19|1619|168094|450|1326|1|2|3086|24|73.44|0.00|73.44|97.74|124.32|33.78|36.09|3.57|222.06
2452271|48729|1079|2957|72397|3484|2124|1|2|3087|12|879.72|26.39|906.11|41.46|171.60|747.76|69.93|62.03|239.45
2451666|60295|1537|7497|188055|3121|667|1|1|3088|17|414.46|16.57|431.03|77.97|257.21|348.14|63.66|2.66|351.75
2452509|58740|1752|5030|159467|7104|3388|1|1|3090|6|829.38|74.64|904.02|84.42|280.32|738.14|17.33|73.91|439.38
2452524|35679|186|8701|51472|3961|4210|1|3|3090|9|147.51|8.85|156.36|70.55|126.90|60.47|46.13|40.91|206.30
2452490|46111|255|2787|172923|1972|3188|1|3|3090|7|271.95|13.59|285.54|34.16|108.78|190.36|27.74|53.85|156.53
2450903|44749|163|1616|106363|6387|3258|1|3|3091|30|522.00|10.44|532.44|95.38|195.60|422.82|25.78|73.40|301.42
2451590|33811|544|2941|39605|5276|1020|1|3|3092|1|9.83|0.68|10.51|42.17|52.46|5.30|2.80|1.73|95.31
2452069|32946|55|4913|118706|5920|1621|1|3|3094|2|8.12|0.16|8.28|89.41|25.52|7.95|0.13|0.04|115.09
2451957|56016|992|7976|78349|209|2502|1|2|3094|43|1183.79|59.18|1242.97|31.46|977.82|698.43|203.85|281.51|1068.46
2452195|29342|233|1894|93908|3475|4642|1|2|3097|3|323.10|29.07|352.17|47.15|44.97|71.08|133.57|118.45|121.19
2452157|45450|675|9633|96298|725|2912|1|1|3097|82|1688.38|0.00|1688.38|63.68|6473.90|33.76|1240.96|413.66|6537.58
2451669|34274|1124|9266|97807|1386|1805|1|3|3098|17|763.81|7.63|771.44|63.91|75.31|152.76|598.82|12.23|146.85
2451706|58919|1463|9266|72198|2964|1690|1|2|3098|11|798.93|7.98|806.91|54.23|387.31|591.20|18.69|189.04|449.52
2451842|40713|1567|8631|61452|6466|360|1|2|3099|15|751.35|22.54|773.89|7.77|429.30|706.26|12.62|32.47|459.61
2451047|30419|730|4549|6294|3359|1784|1|3|3102|14|1083.60|0.00|1083.60|92.13|402.78|314.24|223.11|546.25|494.91
2452251|51561|419|8478|165997|5229|3381|1|1|3103|58|48.14|2.40|50.54|2.36|56.26|47.17|0.79|0.18|61.02
2451366|55140|550|9369|174073|2117|3848|1|3|3106|25|606.00|18.18|624.18|23.30|230.75|399.96|61.81|144.23|272.23
2451209|55683|350|9369|146064|2680|3343|1|3|3106|26|1812.98|90.64|1903.62|87.93|92.82|761.45|462.67|588.86|271.39
2451302|56702|1699|6207|2787|3687|1427|1|1|3106|65|676.65|40.59|717.24|83.77|422.50|155.62|505.39|15.64|546.86
2452050|47332|1431|8714|92253|7144|2348|1|3|3107|2|9.88|0.19|10.07|5.87|7.76|7.01|2.52|0.35|13.82
2451114|43842|1132|2584|97059|2687|4762|1|1|3108|5|4.00|0.16|4.16|56.65|0.80|2.36|0.75|0.89|57.61
