wr_returned_date_sk|wr_returned_time_sk|wr_item_sk|wr_refunded_customer_sk|wr_refunded_cdemo_sk|wr_refunded_hdemo_sk|wr_refunded_addr_sk|wr_returning_customer_sk|wr_returning_cdemo_sk|wr_returning_hdemo_sk|wr_returning_addr_sk|wr_web_page_sk|wr_reason_sk|wr_order_number|wr_return_quantity|wr_return_amt|wr_return_tax|wr_return_amt_inc_tax|wr_fee|wr_return_ship_cost|wr_refunded_cash|wr_reversed_charge|wr_account_credit|wr_net_loss
2451839|45369|919|5115|135075|646|2537|5115|135075|646|2537|2|1|1019|6|503.16|30.18|533.34|17.73|215.64|276.73|56.60|169.83|263.55
2450924|31931|1261|1270|100050|4287|1331|1270|100050|4287|1331|4|3|1021|32|1555.84|108.90|1664.74|47.51|1883.52|342.28|1177.15|36.41|2039.93
2451053|69373|1144|6326|187345|5084|4663|6326|187345|5084|4663|1|2|1022|54|38.88|2.33|41.21|62.33|505.44|20.60|6.76|11.52|570.10
2452800|41829|528|2961|4573|4185|3397|2961|4573|4185|3397|6|2|1023|5|285.90|5.71|291.61|14.00|161.60|60.03|180.69|45.18|181.31
2452857|60597|1605|2486|65031|3209|4147|2486|65031|3209|4147|3|3|1023|13|557.18|11.14|568.32|72.65|0.00|22.28|246.05|288.85|83.79
2451613|39652|937|6540|33253|1373|566|6540|33253|1373|566|4|1|1024|4|53.40|0.53|53.93|57.92|97.92|34.17|17.30|1.93|156.37
2451787|10838|1040|3397|154332|7027|3795|3397|154332|7027|3795|2|2|1024|40|2114.40|105.72|2220.12|92.55|2883.20|42.28|352.26|1719.86|3081.47
2451247|23969|1729|9136|188052|1255|891|9136|188052|1255|891|2|1|1025|40|8216.80|246.50|8463.30|45.59|1719.60|3779.72|2262.91|2174.17|2011.69
2451487|72653|907|9499|35540|4814|1848|9499|35540|4814|1848|4|1|1025|33|148.83|5.95|154.78|1.03|22.11|119.06|19.05|10.72|29.09
2451309|66124|962|9370|113880|5050|4733|9370|113880|5050|4733|4|3|1025|18|2575.08|206.00|2781.08|6.97|393.30|1982.81|456.04|136.23|606.27
2452733|34642|753|7427|14091|4788|292|7427|14091|4788|292|6|3|1026|9|1128.51|11.28|1139.79|86.37|225.63|451.40|480.74|196.37|323.28
2452778|62577|973|4446|168543|6913|4970|4446|168543|6913|4970|6|3|1028|17|103.19|0.00|103.19|96.39|29.41|93.90|1.39|7.90|125.80
2452111|30635|53||||1099|6877|117962|3574|1099|2||1029|86|||||5759.42||||
2452142|66313|119|2791|66759|5880|4648|2791|66759|5880|4648|1|1|1029|11|25.85|1.80|27.65|98.72|238.70|13.70|9.35|2.80|339.22
2452328|54774|1177|5930|105213|4689|1292|5930|105213|4689|1292|3|1|1030|11|589.49|29.47|618.96|55.51|96.25|47.15|515.22|27.12|181.23
2452455|56921|1403|1063|178524|2498|1992|1063|178524|2498|1992|5|1|1030|43|170.71|15.36|186.07|79.11|50.74|6.82|81.94|81.95|145.21
2452388|67660|1795|5003|38097|2151|772|5003|38097|2151|772|3|1|1030|31|339.14|10.17|349.31|97.42|1908.98|3.39|211.52|124.23|2016.57
2452653|27072|1752|4384|166510|5356|1242|4384|166510|5356|1242|3|1|1031|11|610.28|54.92|665.20|37.07|15.18|128.15|385.70|96.43|107.17
2451859|34658|331|2828|29774|2720|3666|2828|29774|2720|3666|5|1|1033|9|594.72|53.52|648.24|20.09|521.91|130.83|463.89|0.00|595.52
||181|||3008|||106142|3008||5||1033||3820.74|0.00|3820.74||2882.88||1092.73|1390.76|
2451231|65058|620|9339|51465|6951|957|9339|51465|6951|957|4|2|1035|34|4412.52|397.12|4809.64|93.75|2560.20|3750.64|370.65|291.23|3051.07
2452080|59814|675|8060|17214|5328|4362|8060|17214|5328|4362|1|3|1036|14|2162.72|194.64|2357.36|41.23|908.88|1665.29|223.84|273.59|1144.75
2452061|39766|1031|387|185262|4984|3059|387|185262|4984|3059|5|1|1036|1|17.88|1.07|18.95|97.88|29.25|5.54|5.79|6.55|128.20
2452097|32618|739|6818|139615|2699|2263|6818|139615|2699|2263|5|2|1038|18|794.52|23.83|818.35|70.10|95.76|31.78|68.64|694.10|189.69
2451960|21023|821|4177|93327|1644|1154|4177|93327|1644|1154|2|3|1039|1|0.96|0.05|1.01|50.39|1.73|0.01|0.85|0.10|52.17
2451980|37982|629|3267|109634|4969|2537|3267|109634|4969|2537|5|2|1039|3|95.67|3.82|99.49|37.29|118.74|27.74|31.24|36.69|159.85
2451934|8500|752|1248|8186|4931|3796|1248|8186|4931|3796|2|1|1039|38|115.90|10.43|126.33|54.35|322.62|9.27|46.91|59.72|387.40
2451191|42976|134|2735|27996|2984|2932|2735|27996|2984|2932|1|3|1041|15|746.70|29.86|776.56|19.35|642.60|29.86|329.74|387.10|691.81
|81190|637|||2246||4503|||1294|2||1041|8|56.00||||47.04|13.44|||71.26
2452088|65661|745|2573|119926|4318|597|2573|119926|4318|597|5|3|1043|4|289.48|8.68|298.16|95.33|15.64|2.89|200.61|85.98|119.65
2452149|74672|1529|2873|183733|3633|3013|2873|183733|3633|3013|1|3|1043|2|192.26|5.76|198.02|25.18|126.82|88.43|37.37|66.46|157.76
2452071|27752|209|3707|38530|1353|2623|3707|38530|1353|2623|2|2|1043|26|210.08|16.80|226.88|52.01|1350.70|100.83|28.40|80.85|1419.51
2452062|51786|1291|6727|150027|3887|1267|6727|150027|3887|1267|5|1|1043|2|148.28|1.48|149.76|55.28|47.96|11.86|99.58|36.84|104.72
2451843|28355|1556|3859|39207|3322|1830|3859|39207|3322|1830|1|3|1044|3|14.97|0.44|15.41|32.89|107.40|4.19|9.05|1.73|140.73
2452098|51966|1052|4626|166433|4720|2567|4626|166433|4720|2567|5|2|1045|36|5220.00|0.00|5220.00|61.93|0.00|2296.80|2513.95|409.25|61.93
||775|9099||6659||9099|97439|||||1047||3114.41|||45.51|||||1495.34
2451238|71543|1406|5306|63230|3267|1071|5306|63230|3267|1071|1|2|1047|13|232.83|9.31|242.14|6.70|582.14|4.65|73.01|155.17|598.15
||427||171154|3412|1103||||||2|1048||402.28|||||241.36|88.50||
2452030|48921|956|3413|163507|6288|3302|3413|163507|6288|3302|1|1|1050|33|1087.02|65.22|1152.24|61.21|1242.45|586.99|35.00|465.03|1368.88
2452334|12199|91|4234|144688|2342|1196|4234|144688|2342|1196|1|3|1051|72|6248.88|187.46|6436.34|90.48|2418.48|2374.57|3215.67|658.64|2696.42
2452347|25696|549|5753|54185|4789|1393|5753|54185|4789|1393|5|1|1054|5|190.25|3.80|194.05|57.81|264.25|121.76|63.01|5.48|325.86
2452114|78306|757|1890|18848|766|1004|1890|18848|766|1004|1|1|1056|22|259.82|20.78|280.60|32.94|14.08|2.59|110.60|146.63|67.80
2452119|40125|1483|5849|182360|6231|1422|5849|182360|6231|1422|5|2|1060|34|150.62|7.53|158.15|98.00|40.80|112.96|5.27|32.39|146.33
2452057||551|1717|162059|7041|1103|1717|||1103||2|1060|||54.66|965.66|||||124.36|944.08
2452248|85286|1037|9134|82561|4595|2302|9134|82561|4595|2302|5|1|1061|48|7174.56|215.23|7389.79|45.78|2101.44|3013.31|3162.55|998.70|2362.45
||535|||2897|4593||93394|2897||3||1061|17||26.79|919.97|55.29||777.06||60.39|1040.71
2452129|59846|1331|7637|99895|7113|251|7637|99895|7113|251|1|3|1063|19|64.41|3.86|68.27|7.82|1.71|32.84|25.25|6.32|13.39
2452266|35521|1633|6746|164645|4031|2250|6746|164645|4031|2250|5|2|1063|7|150.22|0.00|150.22|43.76|77.91|133.69|7.60|8.93|121.67
2452163|71883|1555|4518|156705|2925|4952|4518|156705|2925|4952|1|1|1063|14|23.24|0.69|23.93|45.51|357.84|1.85|20.74|0.65|404.04
2452129|5337|451|9358|127568|6578|4588|9358|127568|6578|4588|3|2|1064|24|174.24|15.68|189.92|64.06|232.32|94.08|21.64|58.52|312.06
2452427|22484|1513|8738|54467|4356|2518|8738|54467|4356|2518|1|3|1065|23|1124.24|101.18|1225.42|17.05|304.75|798.21|283.64|42.39|422.98
2452366|79095|941|1666|139022|1305|748|1666|139022|1305|748|5|1|1065|43|700.04|28.00|728.04|25.62|310.89|210.01|254.81|235.22|364.51
2452087|33510|1694|8083|155438|5997|1836|8083|155438|5997|1836|5|3|1066|9|1313.73|118.23|1431.96|29.51|554.67|1024.70|95.37|193.66|702.41
2452067|47717|1639|7989|101201|380|4552|7989|101201|380|4552|2|2|1066|30|4341.00|260.46|4601.46|75.03|2194.80|43.41|2578.55|1719.04|2530.29
2451402|71231|844|8214|43022|917|4845|8214|43022|917|4845|2|3|1067|24|1493.28|74.66|1567.94|9.98|529.92|179.19|459.93|854.16|614.56
2451383|2874|14|7128|137767|2999|3558|7128|137767|2999|3558|1|2|1067|6|46.56|2.32|48.88|49.76|0.96|21.41|2.76|22.39|53.04
2451780|43925|700|9006|111558|717|949|9006|111558|717|949|2|2|1071|2|7.48|0.44|7.92|38.72|8.20|4.18|2.21|1.09|47.36
2451821|69228|652|6352|142811|2837|4856|6352|142811|2837|4856|1|3|1071|8|44.72|4.02|48.74|4.01|73.20|30.40|13.46|0.86|81.23
|52171|1004|4934|||||||456|2|1|1071||3922.32||3922.32|92.31|238.95|2078.82||1622.28|331.26
2452660|58729|840|2747|142044|5628|2045|2747|142044|5628|2045|3|2|1073|1|50.47|3.02|53.49|63.98|75.71|7.57|38.61|4.29|142.71
2451968|40199|157|6714|92981|2208|508|6714|92981|2208|508|5|3|1074|18|8.46|0.08|8.54|38.69|401.94|1.77|4.74|1.95|440.71
2451973|19791|578|7703|170249|2908|134|7703|170249|2908|134|2|2|1074|75|1385.25|0.00|1385.25|4.74|909.75|1260.57|21.19|103.49|914.49
||1406|2553|94734|||||||||1078|||23.06|407.48|15.44||||102.07|183.16
2451755|63777|1271|3186|31634|2162|1050|3186|31634|2162|1050|1|1|1078|37|213.49|19.21|232.70|83.93|391.46|57.64|154.29|1.56|494.60
2451767|61705|461|4591|927|4350|1253|4591|927|4350|1253|2|3|1078|8|925.28|83.27|1008.55|28.83|96.32|0.00|37.01|888.27|208.42
2451829|73165|1658|6136|28436|3889|2389|6136|28436|3889|2389|4|1|1079|42|947.10|9.47|956.57|41.21|698.04|634.55|178.15|134.40|748.72
2451663|28361|1460|6939|66709|4959|2369|6939|66709|4959|2369|2|1|1079|10|17.70|0.00|17.70|21.38|15.30|9.20|0.17|8.33|36.68
2452895|54886|471|1537|136650|610|4523|1537|136650|610|4523|3|3|1080|3|199.32|15.94|215.26|32.97|55.89|17.93|90.69|90.70|104.80
2452743|36045|1389|9123|12378|4673|3201|9123|12378|4673|3201|6|2|1080|20|41.80|1.25|43.05|19.44|195.20|39.29|1.70|0.81|215.89
2450992||814||62223|2775||5111|||||3|1081|34||122.25||12.22||||1534.86|
2451165|76225|1054|7307|190691|5195|3139|7307|190691|5195|3139|2|3|1081|13|870.35|17.40|887.75|98.33|421.98|792.01|44.65|33.69|537.71
2451826|59312|533|8307|59339|2851|3723|8307|59339|2851|3723|1|2|1082|28|1619.24|64.76|1684.00|27.10|1175.44|1424.93|137.96|56.35|1267.30
2452480|28643|126|4581|29385|2680|4382|4581|29385|2680|4382|6|3|1083|5|41.85|0.83|42.68|49.76|101.70|8.78|29.10|3.97|152.29
2452418|29115|1239|5727|118576|225|3721|5727|118576|225|3721|1|1|1083|20|1351.20|54.04|1405.24|5.10|122.80|1080.96|27.02|243.22|181.94
2451230|68742|1300|5984|70592|4767|2382|5984|70592|4767|2382|2|1|1084|10|127.90|10.23|138.13|29.02|43.50|37.09|27.24|63.57|82.75
2451382|67203|466|5853|47583|4000|1650|5853|47583|4000|1650|2|1|1084|5|276.45|5.52|281.97|77.33|184.30|38.70|192.57|45.18|267.15
2452377|66054|1737|7070|41160|530|2660|7070|41160|530|2660|3|3|1087|5|34.40|0.34|34.74|22.14|109.00|7.56|20.13|6.71|131.48
2451484|45318|746|1602|63020|5511|4289|1602|63020|5511|4289|1|1|1088|8|443.20|31.02|474.22|33.66|44.72|416.60|14.36|12.24|109.40
2452504||1329||35199||1149|4424|35199|2374|1149|3|2|1092||5328.18||5594.58|||159.84|2222.38||3653.36
2452406|64629|37|783|92791|2799|3807|783|92791|2799|3807|5|3|1093|16|820.32|32.81|853.13|42.10|393.76|779.30|39.37|1.65|468.67
2452381|19310|1191|369|73579|5589|2599|369|73579|5589|2599|5|1|1093|24|1315.92|39.47|1355.39|57.64|845.76|1302.76|7.76|5.40|942.87
2452054|39009|266|696|56289|4994|1586|696|56289|4994|1586|2|2|1094|48|51.36|0.51|51.87|48.65|1266.24|26.70|15.78|8.88|1315.40
2452189|38632|785|6025|29928|744|280|6025|29928|744|280|2|2|1094|2|57.38|1.14|58.52|56.43|9.56|54.51|1.37|1.50|67.13
2451691|1538|917|821|92894|567|2287|821|92894|567|2287|5|1|1096|38|1.52|0.13|1.65|77.71|75.24|1.20|0.11|0.21|153.08
2452076|45555|800|2431|45373|1195|1177|2431|45373|1195|1177|5|1|1097|53|404.39|24.26|428.65|3.43|180.73|262.85|86.33|55.21|208.42
2451874||1003||||||70880||357|||1097|||||90.08|||||
2451490|60750|946|4821||2789|1126||66525|2789||2|3|1098|||||||1715.25|1298.06|2519.77|1645.89
2452796|65369|631|5832|131835|6351|1387|5832|131835|6351|1387|3|3|1100|12|501.12|40.08|541.20|9.27|556.80|345.77|41.94|113.41|606.15
2452941|22199|1362|1933|85548|5403|785|1933|85548|5403|785|6|2|1100|12|560.64|16.81|577.45|77.55|116.76|375.62|149.86|35.16|211.12
2452092|63210|445|3813|134095|5430|1525|3813|134095|5430|1525|1|3|1102|7|523.39|26.16|549.55|36.28|204.40|99.44|381.55|42.40|266.84
||1425||136173|1891|||136173|1891||3|1|1102||3017.60||||||78.45|223.31|
2452307|63619|755|326|172404|5409|1774|326|172404|5409|1774|5|1|1105|2|66.16|0.66|66.82|63.38|39.46|54.91|1.46|9.79|103.50
2451062|50761|1339|4462|187835|6201|447|4462|187835|6201|447|1|1|1107|12|231.12|18.48|249.60|92.61|107.28|4.62|83.80|142.70|218.37
2452794|38595|522|624|81721|2578|4555|624|81721|2578|4555|1|2|1108|13|1307.15|117.64|1424.79|12.80|717.60|13.07|1242.31|51.77|848.04
2451180|27564|1538|4530|116807|477|27|4530|116807|477|27|1|1|1109|29|407.74|36.69|444.43|22.46|262.16|110.08|288.73|8.93|321.31
2451253|67922|352|6271|112360|5842|4204|6271|112360|5842|4204|4|1|1110|35|4973.50|149.20|5122.70|31.22|2131.50|1740.72|1616.39|1616.39|2311.92
2451234|60088|292|6337|39728|239|543|6337|39728|239|543|1|2|1110|13|12.61|1.00|13.61|43.74|4.03|6.93|4.77|0.91|48.77
2452202|78190|461|5874|185525|56|747|5874|185525|56|747|5|3|1113|12|867.00|34.68|901.68|45.82|233.76|632.91|124.06|110.03|314.26
2451177|26757|22|7212|66097|4822|4674|7212|66097|4822|4674|2|1|1114|1|75.95|3.79|79.74|28.14|6.51|46.32|10.37|19.26|38.44
2451970|5418|830|9272|64516|6993|2430|9272|64516|6993|2430|5|2|1115|1|5.88|0.52|6.40|35.03|8.56|0.94|1.48|3.46|44.11
||29|2996||4255||2996|101082||||1|1115||64.89||70.73||5.88|14.27||8.61|
2451904|29730|131||134145||2947|||3146|||1|1115|21|2253.93||||||||
2451859|68652|1093|322|177387|2499|3164|322|177387|2499|3164|5|2|1115|93|1148.55|22.97|1171.52|76.35|4020.39|918.84|117.15|112.56|4119.71
2452086|9457|433|1284|135639|6201|3036|1284|135639|6201|3036|2|3|1115|7|817.46|16.34|833.80|35.63|146.72|776.58|14.71|26.17|198.69
2451304|31304|1796|4400|182778|5865|4832|4400|182778|5865|4832|2|2|1116|42|268.80|18.81|287.61|29.46|926.10|268.80|0.00|0.00|974.37
2452880|79073|834|3089|66426|3923|2940|3089|66426|3923|2940|3|2|1117|54|569.16|39.84|609.00|61.75|246.24|347.18|13.31|208.67|347.83
2452508|48461|919|4486|3414|2982|3077|4486|3414|2982|3077|5|2|1118|8|1163.76|104.73|1268.49|54.28|50.00|1093.93|20.25|49.58|209.01
2452092|57639|1508|369|28862|1755|1448|369|28862|1755|1448|2|2|1119|4|69.44|0.69|70.13|77.00|21.84|32.63|2.94|33.87|99.53
2452676|54494|1755|1152|150504|6736|1328|1152|150504|6736|1328|3|1|1120|19|787.36|0.00|787.36|56.54|266.00|645.63|53.85|87.88|322.54
2451722|3774|1274|2003|29087|5531|695|2003|29087|5531|695|2|3|1124|1|34.85|2.43|37.28|88.84|14.74|8.01|11.54|15.30|106.01
2451619|51122|1394|483|20068|2933|2758|483|20068|2933|2758|1|3|1124|52|1037.40|72.61|1110.01|90.96|177.84|829.92|39.42|168.06|341.41
2452410|38465|312|1122|42894|5386|4518|1122|42894|5386|4518|1|2|1125|68|2063.80|41.27|2105.07|60.53|261.12|763.60|377.05|923.15|362.92
2452621|79114|1368|5122|124310|6971|872|5122|124310|6971|872|6|2|1125|16|586.24|17.58|603.82|98.88|305.76|70.34|428.19|87.71|422.22
2452539|81356|354|3879|24649|6539|1022|3879|24649|6539|1022|6|3|1125|12|1653.36|16.53|1669.89|69.78|1126.20|413.34|992.01|248.01|1212.51
2451161|72525|764|5100|127074|1575|3036|5100|127074|1575|3036|2|1|1126|9|224.46|0.00|224.46|98.87|112.23|219.97|2.87|1.62|211.10
2451197|71882|1406|5993|52944|5015|2373|5993|52944|5015|2373|2|3|1128|8|440.16|22.00|462.16|30.11|485.36|360.93|34.86|44.37|537.47
2452690|62040|1758|6202|182078|3907|1183|6202|182078|3907|1183|3|3|1129|68|8787.64|703.01|9490.65|68.32|2928.76|1230.26|5214.59|2342.79|3700.09
2452824|45928|1543|1022|63527|465|2010|1022|63527|465|2010|6|2|1129|29|5333.68|373.35|5707.03|99.12|1142.89|693.37|185.61|4454.70|1615.36
2452141|34387|1579|8364|135374|7184|1841|8364|135374|7184|1841|2|3|1130|25|2185.75|65.57|2251.32|78.37|1135.50|2163.89|10.27|11.59|1279.44
2451946|81279|938|1793|190675|437|359|1793|190675|437|359|1|3|1130|27|461.16|32.28|493.44|30.58|354.78|202.91|216.93|41.32|417.64
2452139|68709|925|362|180097|5832|567|362|180097|5832|567|1|2|1130|9|1146.96|34.40|1181.36|91.48|183.51|539.07|498.46|109.43|309.39
2452760|45395|135|9657|135790|4036|4649|9657|135790|4036|4649|1|3|1131|13|15.86|0.47|16.33|48.89|39.78|13.79|1.69|0.38|89.14
2452107|53634|278|5236|28197|6998|2479|5236|28197|6998|2479|1|2|1133|46|482.54|24.12|506.66|19.81|295.32|255.74|151.95|74.85|339.25
2452347|69313|133|7706|26251|3803|75|7706|26251|3803|75|5|3|1134|19|886.92|8.86|895.78|36.87|801.23|70.95|171.35|644.62|846.96
2452444|73269|521|4330|111739|2555|1291|4330|111739|2555|1291|3|3|1134|53|92.22|3.68|95.90|89.77|615.33|14.75|57.32|20.15|708.78
|49455|1609||158916||4465|9238|||4465|1|2|1134||776.79|62.14|838.93|||761.25||0.63|
2451688|76795|139|7483|187210|1384|2111|7483|187210|1384|2111|1|2|1135|40|1047.60|73.33|1120.93|74.75|136.40|911.41|10.89|125.30|284.48
2451690|67284|1306|1098|82728|4085|2755|1098|82728|4085|2755|1|3|1135|25|1977.00|98.85|2075.85|31.94|547.75|79.08|1859.96|37.96|678.54
2452080|71181|389|6175|36151|2927|1703|6175|36151|2927|1703|3|2|1136|26|3231.54|193.89|3425.43|24.94|1795.30|226.20|1743.09|1262.25|2014.13
2451598|64420|1405|4603|36635|1674|3386|4603|36635|1674|3386|2|3|1138|44|3823.60|152.94|3976.54|50.79|1945.24|1567.67|2007.77|248.16|2148.97
2452725|46513|285|4862|129003|1384|2245|4862|129003|1384|2245|3|1|1140|37|5094.53|152.83|5247.36|21.18|823.25|4228.45|450.36|415.72|997.26
2451372|65926|656|2087|56307|7087|1034|2087|56307|7087|1034|2|1|1141|10|352.10|28.16|380.26|44.01|176.00|197.17|128.59|26.34|248.17
2451945|68638|1297|6563|77799|5995|3711|6563|77799|5995|3711|1|3|1142|1|193.71|17.43|211.14|1.86|90.25|65.86|117.62|10.23|109.54
2451913|83070|116|1765|51409|206|3850|1765|51409|206|3850|2|2|1142|30|180.90|0.00|180.90|11.83|30.00|45.22|85.47|50.21|41.83
2451853|66325|1243|429|138355|6554|3640|429|138355|6554|3640|2|1|1142|22|633.60|38.01|671.61|92.61|1413.28|481.53|39.53|112.54|1543.90
2451627||1594||163813||399|||86||2||1143|83|||7746.73||4130.08|||2208.98|4269.07
2452499|56831|1137|6693|82331|3380|3309|6693|82331|3380|3309|5|3|1144|20|149.20|1.49|150.69|9.40|149.20|2.98|131.59|14.63|160.09
||1405|2425|116132|||||5566|||1|1144|3|146.10||147.56|||74.51|30.06||60.94
2451848|69071|895|7117|13572|5707|1402|7117|13572|5707|1402|2|2|1146|21|2117.64|190.58|2308.22|41.45|1295.70|1355.28|221.08|541.28|1527.73
2451755|37876|902|240|124171|4615|2626|240|124171|4615|2626|1|2|1146|6|139.44|0.00|139.44|45.33|61.26|85.05|0.54|53.85|106.59
2451930|55528|845|2492|115968|2884|680|2492|115968|2884|680|5|2|1146|44|44.00|1.32|45.32|44.08|62.48|6.16|24.59|13.25|107.88
2451810|77607|14|4074|91664|3061|3131|4074|91664|3061|3131|5|1|1146|10|109.70|5.48|115.18|54.37|132.50|3.29|38.30|68.11|192.35
2452227|47690|1479|3469|191379|969|872|3469|191379|969|872|3|3|1147|71|1042.99|62.57|1105.56|50.76|625.51|563.21|158.32|321.46|738.84
2452346|73499|579|8535|169831|4807|1143|8535|169831|4807|1143|5|1|1147|18|1382.76|110.62|1493.38|22.37|502.74|1272.13|23.23|87.40|635.73
2452683|38709|339|1791|76534|1037|813|1791|76534|1037|813|3|1|1148|1|4.40|0.00|4.40|60.90|2.65|3.82|0.24|0.34|63.55
2452656|78327|1057|8447|54643|5638|4553|8447|54643|5638|4553|1|1|1148|7|259.00|15.54|274.54|32.25|115.08|246.05|11.00|1.95|162.87
2452741|25318|645|396|128527|3251|4702|396|128527|3251|4702|3|1|1148|2|265.86|13.29|279.15|85.73|103.74|85.07|121.12|59.67|202.76
2452896|62509|523|3660|118009|3158|1707|3660|118009|3158|1707|3|1|1149|2|149.34|7.46|156.80|49.10|57.98|25.38|58.26|65.70|114.54
2452336|44556|633|6241|96162|4803|3484|6241|96162|4803|3484|1|3|1150|62|22.94|0.45|23.39|3.87|48.36|12.84|4.24|5.86|52.68
2452218|63544|1109|4621|55941|1581|2261|4621|55941|1581|2261|1|3|1150|1|8.38|0.50|8.88|38.47|21.99|3.26|1.89|3.23|60.96
2451385|69695|340|373|153651|4962|3880|373|153651|4962|3880|1|2|1151|3|106.08|6.36|112.44|89.38|34.53|101.83|3.61|0.64|130.27
|34199|1621||43805|732|4699||43805|732||3|1|1154|7||17.19|590.28||269.29||||
2452248|52547|589|4982|143499|6049|2759|4982|143499|6049|2759|5|2|1155|37|711.14|7.11|718.25|90.32|860.99|625.80|5.97|79.37|958.42
2452038|51656|1640|6969|141500|991|2849|6969|141500|991|2849|1|1|1156|19|964.63|0.00|964.63|46.14|779.00|839.22|53.92|71.49|825.14
2452743|56306|1227|902|100039|6056|1033|902|100039|6056|1033|6|2|1157|4|13.60|0.68|14.28|26.66|163.56|11.01|2.38|0.21|190.90
2452829|25449|156|4346|73856|5366|2029|4346|73856|5366|2029|1|2|1157|19|4319.65|172.78|4492.43|61.37|2278.48|1079.91|1911.44|1328.30|2512.63
2452941|59384|979|1454|70960|6819|1365|1454|70960|6819|1365|1|3|1157|51|2159.34|43.18|2202.52|58.52|1685.55|561.42|1358.23|239.69|1787.25
2452838|9954|1329|9790|16655|513|3851|9790|16655|513|3851|6|2|1157|94|49.82|3.98|53.80|48.81|93.06|30.39|17.09|2.34|145.85
2452553|63947|831|6391|45609|2267|1405|6391|45609|2267|1405|6|3|1158|6|347.28|31.25|378.53|21.39|49.56|309.07|37.06|1.15|102.20
2452424|47750|679|5195|154839|3890|4861|5195|154839|3890|4861|3|2|1158|2|168.98|11.82|180.80|71.67|65.28|119.97|15.68|33.33|148.77
2451924|59436|187|4609|12145|7154|2650|4609|12145|7154|2650|2|3|1160|59|118.59|9.48|128.07|18.41|32.45|14.23|41.74|62.62|60.34
2451767|38364|697|1016|65500|624|3428|1016|65500|624|3428|2|1|1160|12|148.20|2.96|151.16|45.68|273.60|128.93|2.69|16.58|322.24
2451764||1009|5006|149318|2797||5006|149318||469|||1162||1233.75||||791.91|1196.73|||913.89
2451793|51913|7|5493|333|5813|973|5493|333|5813|973|2|2|1162|38|1157.10|69.42|1226.52|72.34|1851.74|46.28|399.89|710.93|1993.50
2452589|61735|1557|8711|123455|1319|2023|8711|123455|1319|2023|6|2|1163|41|160.31|14.42|174.73|98.82|189.42|121.83|24.62|13.86|302.66
2452702|44373|864|6403|187920|2190|4060|6403|187920|2190|4060|3|3|1163|66|3929.64|196.48|4126.12|5.98|1486.32|3379.49|528.14|22.01|1688.78
2451374||1660|626|105719|2045|931|626|105719||931|||1164||||3457.11||||||3406.17
2451506|8644|1702|2026|90359|3045|531|2026|90359|3045|531|4|3|1164|3|125.25|11.27|136.52|39.70|234.21|23.79|1.01|100.45|285.18
2452936|74197|1326|6931|191987|2676|172|6931|191987|2676|172|1|2|1165|47|544.73|32.68|577.41|95.76|1063.61|283.25|33.99|227.49|1192.05
2452778||432||56163||||56163|||3||1165||477.10|||10.59|681.60||||720.81
2452882|32004|1392|3780|35673|5119|812|3780|35673|5119|812|6|2|1166|43|2772.21|55.44|2827.65|87.02|1566.92|776.21|419.16|1576.84|1709.38
2452870|62208|1563|6860|63101|6782|4543|6860|63101|6782|4543|1|2|1166|13|516.23|20.64|536.87|2.47|56.55|345.87|64.73|105.63|79.66
2452820|82570|930|1603|40220|2677|3414|1603|40220|2677|3414|3|3|1166|41|198.44|13.89|212.33|11.10|1191.87|150.81|27.62|20.01|1216.86
2452478|42381|1381|8589|121492|2075|418|8589|121492|2075|418|1|2|1167|14|132.86|7.97|140.83|3.80|70.14|47.82|49.32|35.72|81.91
2452312|7180|1391|3240|189203|4559|3842|3240|189203|4559|3842|3|3|1168|54|140.40|7.02|147.42|43.45|140.40|124.95|5.40|10.05|190.87
2452461|41187|277|7705|182414|5843|712|7705|182414|5843|712|1|1|1168|53|167.48|13.39|180.87|31.45|55.65|51.91|32.35|83.22|100.49
2452364|69365|1151|6244|179883|369|3808|6244|179883|369|3808|5|2|1170|38|3372.12|303.49|3675.61|87.16|318.82|2124.43|361.83|885.86|709.47
2452436|41703|1153|530|112508|1206|2944|530|112508|1206|2944|1|3|1170|48|5250.72|262.53|5513.25|18.11|2708.16|3412.96|826.99|1010.77|2988.80
2452458|72393|1631|3324|159786|601|4216|3324|159786|601|4216|3|3|1172|11|504.35|15.13|519.48|78.57|152.13|413.56|23.60|67.19|245.83
